"MFRBlockHz","tf_MedIsi","tf_Entropy","tf_CV2Mean","tf_LvR","Sample","Unit","Cluster"
61.5,0.013,6.93,0.538,30.725,"19-09-30_YC017_probe1","111",2
107.1,0.008,6.751,0.468,39.758,"19-09-30_YC017_probe1","124",2
139.7,0.006,6.859,0.294,21.953,"19-09-30_YC017_probe1","127",2
108.43,0.008,7.154,0.444,38.668,"19-09-30_YC017_probe1","16",2
227.13,0.004,6.548,0.236,23.648,"19-09-30_YC017_probe1","163",2
72.97,0.013,7.022,0.368,17.707,"19-09-30_YC017_probe1","17",2
128,0.006,6.431,0.514,56.477,"19-09-30_YC017_probe1","177",2
82.51,0.011,7.115,0.33,16.537,"19-09-30_YC017_probe1","19",2
58.06,0.015,6.978,0.551,30.263,"19-09-30_YC017_probe1","2",2
82.71,0.01,6.676,0.405,26.076,"19-09-30_YC017_probe1","21",2
107.8,0.008,7.027,0.329,21.089,"19-09-30_YC017_probe1","235",2
134.18,0.006,6.661,0.381,33.675,"19-09-30_YC017_probe1","243",2
170.48,0.005,6.764,0.279,24.225,"19-09-30_YC017_probe1","247",2
191.69,0.004,6.493,0.305,32.901,"19-09-30_YC017_probe1","259",2
145.61,0.006,6.904,0.308,24.448,"19-09-30_YC017_probe1","268",2
98.71,0.009,6.955,0.385,26.547,"19-09-30_YC017_probe1","278",2
37.88,0.021,6.932,0.598,24.094,"19-09-30_YC017_probe1","3",2
116.63,0.008,6.823,0.333,22.697,"19-09-30_YC017_probe1","302",2
59.94,0.014,7.009,0.531,29.059,"19-09-30_YC017_probe1","35",2
108.73,0.009,7.276,0.414,38.592,"19-09-30_YC017_probe1","37",2
41.48,0.02,6.998,0.678,48.862,"19-09-30_YC017_probe1","381",2
63.57,0.013,6.882,0.383,21.252,"19-09-30_YC017_probe1","393",2
36.88,0.023,6.674,0.323,11.029,"19-09-30_YC017_probe1","529",2
69.5,0.012,6.9,0.5,29.653,"19-09-30_YC017_probe1","596",2
69.72,0.012,6.686,0.496,29.695,"19-09-30_YC017_probe1","600",2
60.91,0.015,7.215,0.597,46.141,"19-09-30_YC017_probe1","605",2
127.66,0.007,7.031,0.282,18.672,"19-09-30_YC017_probe1","652",2
44,0.019,7.028,0.61,29.544,"19-09-30_YC017_probe1","666",2
156.41,0.005,6.702,0.355,34.048,"19-09-30_YC017_probe1","670",2
89.66,0.01,7.053,0.455,32.056,"19-09-30_YC017_probe1","74",2
172.32,0.005,6.562,0.334,34.031,"19-09-30_YC017_probe1","745",2
64.05,0.011,6.212,0.516,29.67,"19-09-30_YC017_probe1","773",2
139.15,0.006,6.566,0.443,46.463,"19-09-30_YC017_probe1","844",2
51.75,0.015,6.883,0.555,27.176,"19-09-30_YC017_probe1","889",2
73.18,0.012,7.048,0.443,25.55,"19-09-30_YC017_probe1","950",2
60.09,0.015,6.82,0.304,10.061,"19-09-30_YC018_probe1","226",2
67.19,0.013,6.543,0.456,21.742,"19-09-30_YC018_probe1","232",2
74.18,0.012,7.024,0.287,11.471,"19-09-30_YC018_probe1","241",2
84.39,0.011,7.134,0.26,11.057,"19-09-30_YC018_probe1","242",2
89.49,0.01,6.83,0.333,17.901,"19-09-30_YC018_probe1","249",2
74.6,0.012,7.015,0.321,14.143,"19-09-30_YC018_probe1","251",2
116.54,0.008,6.982,0.207,9.426,"19-09-30_YC018_probe1","252",2
70.55,0.013,6.915,0.393,19.241,"19-09-30_YC018_probe1","254",2
50.12,0.017,6.745,0.38,12.667,"19-09-30_YC018_probe1","256",2
48.65,0.018,6.813,0.594,27.153,"19-09-30_YC018_probe1","281",2
8.55,0.104,7.268,0.395,3.573,"19-09-30_YC018_probe1","53",2
126.24,0.007,6.714,0.242,13.831,"19-09-30_YC018_probe1","725",2
111.68,0.008,6.873,0.238,12.542,"19-09-30_YC018_probe1","728",2
166.01,0.005,6.711,0.207,13.401,"19-09-30_YC018_probe1","729",2
138.52,0.007,6.855,0.199,11.16,"19-09-30_YC018_probe1","730",2
24,0.04,6.632,0.193,1.823,"19-09-30_YC018_probe1","735",2
232.05,0.004,6.043,0.065,2.251,"19-09-30_YC018_probe1","85",2
159.56,0.006,6.59,0.139,5.879,"19-09-30_YC018_probe1","94",2
86.06,0.013,6.492,0.711,49.972,"19-10-01_YC017_probe1","151",2
156.75,0.005,6.418,0.294,26.313,"19-10-01_YC017_probe1","156",2
127.27,0.007,7.008,0.329,24.633,"19-10-01_YC017_probe1","161",2
23.67,0.038,6.997,0.313,5.206,"19-10-01_YC017_probe1","175",2
34.14,0.025,6.791,0.37,11.495,"19-10-01_YC017_probe1","186",2
52.66,0.016,6.623,0.482,22.279,"19-10-01_YC017_probe1","192",2
18.8,0.043,6.391,0.375,6.802,"19-10-01_YC017_probe1","204",2
48.8,0.019,6.6,0.516,24.299,"19-10-01_YC017_probe1","238",2
29.74,0.03,7.06,0.44,10.622,"19-10-01_YC017_probe1","49",2
69.47,0.013,7.127,0.46,27.908,"19-10-01_YC017_probe1","58",2
59.53,0.015,7.002,0.564,30.996,"19-10-01_YC017_probe1","60",2
79.67,0.012,7.203,0.437,29.414,"19-10-01_YC017_probe1","62",2
85.89,0.009,6.847,0.652,65.735,"19-10-01_YC017_probe1","64",2
25.56,0.036,6.878,0.284,3.958,"19-10-01_YC017_probe1","74",2
59.53,0.015,7.274,0.621,50.609,"19-10-01_YC017_probe1","83",2
81.61,0.01,6.667,0.5,29.964,"19-10-02_YC019_probe1","19",2
62.14,0.015,7.026,0.402,18.815,"19-10-02_YC019_probe1","23",2
160.31,0.005,6.853,0.439,50.857,"19-10-02_YC019_probe1","26",2
172.02,0.005,7.043,0.456,58.063,"19-10-02_YC019_probe1","27",2
53.01,0.016,6.908,0.671,49.186,"19-10-02_YC019_probe1","28",2
73,0.012,6.985,0.393,21.435,"19-10-02_YC019_probe1","29",2
102.02,0.01,7.301,0.178,6.313,"19-10-02_YC019_probe1","3",2
89.48,0.01,7.117,0.474,38.503,"19-10-02_YC019_probe1","30",2
60.56,0.015,7.245,0.384,16.981,"19-10-02_YC019_probe1","32",2
68.37,0.012,7.037,0.642,51.848,"19-10-02_YC019_probe1","37",2
43.44,0.021,7.143,0.429,17.819,"19-10-02_YC019_probe1","47",2
89.27,0.011,7.241,0.361,21.044,"19-10-02_YC019_probe1","6",2
117.65,0.008,7.313,0.198,8.944,"19-10-02_YC019_probe1","8",2
141.82,0.007,7.061,0.27,18.517,"19-10-02_YC019_probe1","86",2
74.86,0.013,7.203,0.357,18.197,"19-10-02_YC020_probe1","19",2
75.69,0.011,6.83,0.644,68.43,"19-10-02_YC020_probe1","23",2
41.18,0.021,6.142,0.322,7.97,"19-10-02_YC020_probe1","85",2
57.79,0.016,6.894,0.406,22.073,"19-10-02_YC020_probe1","88",2
37.08,0.024,6.986,0.392,10.146,"19-10-02_YC020_probe1","97",2
215.09,0.004,6.684,0.192,15.207,"19-10-03_YC019_probe1","106",2
139.27,0.006,6.416,0.377,34.568,"19-10-03_YC019_probe1","121",2
138.72,0.005,6.299,0.424,42.669,"19-10-03_YC019_probe1","131",2
77.1,0.012,6.89,0.349,16.844,"19-10-03_YC019_probe1","136",2
12.24,0.064,6.721,0.361,3.8,"19-10-03_YC019_probe1","14",2
182.66,0.004,6.258,0.369,45.485,"19-10-03_YC019_probe1","142",2
139.53,0.007,6.933,0.255,16.886,"19-10-03_YC019_probe1","148",2
200.59,0.004,6.279,0.218,18.988,"19-10-03_YC019_probe1","162",2
100.32,0.009,7.109,0.326,19.278,"19-10-03_YC019_probe1","172",2
93.54,0.009,6.725,0.402,26.278,"19-10-03_YC019_probe1","175",2
76.49,0.011,6.826,0.506,33.225,"19-10-03_YC019_probe1","176",2
153.97,0.005,5.653,0.333,33.295,"19-10-03_YC019_probe1","180",2
72.16,0.011,6.85,0.538,35.737,"19-10-03_YC019_probe1","183",2
46.97,0.021,7.192,0.286,8.259,"19-10-03_YC019_probe1","2",2
64.32,0.014,7.017,0.55,36.93,"19-10-03_YC019_probe1","28",2
32.24,0.031,7.334,0.177,1.987,"19-10-03_YC019_probe1","3",2
10.81,0.074,6.819,0.412,3.889,"19-10-03_YC019_probe1","304",2
164.96,0.005,6.735,0.293,25.521,"19-10-03_YC019_probe1","329",2
85.94,0.01,6.973,0.577,51.923,"19-10-03_YC019_probe1","33",2
144.39,0.005,6.382,0.534,65.026,"19-10-03_YC019_probe1","330",2
90.9,0.009,6.913,0.435,28.796,"19-10-03_YC019_probe1","331",2
119,0.008,7.216,0.528,63.152,"19-10-03_YC019_probe1","39",2
71.78,0.012,7.036,0.514,34.281,"19-10-03_YC019_probe1","41",2
188.04,0.005,6.344,0.233,19.065,"19-10-03_YC019_probe1","68",2
114.27,0.007,6.887,0.442,37.598,"19-10-03_YC019_probe1","69",2
81.01,0.01,6.967,0.467,30.318,"19-10-03_YC019_probe1","71",2
144.24,0.006,6.552,0.363,32.97,"19-10-03_YC019_probe1","72",2
135.47,0.007,7.056,0.299,21.412,"19-10-03_YC019_probe1","73",2
80.69,0.012,7.22,0.36,18.767,"19-10-03_YC019_probe1","81",2
54.48,0.015,6.947,0.579,30.739,"19-10-03_YC019_probe1","86",2
88.13,0.011,7.184,0.306,15.019,"19-10-03_YC019_probe1","89",2
93.99,0.008,6.736,0.498,39.279,"19-10-03_YC019_probe1","97",2
157.08,0.005,6.34,0.297,25.7,"19-10-03_YC020_probe1","104",2
78.43,0.011,7.048,0.554,47.717,"19-10-03_YC020_probe1","11",2
61.04,0.014,6.937,0.573,35.232,"19-10-03_YC020_probe1","12",2
101.93,0.009,6.864,0.326,18.838,"19-10-03_YC020_probe1","121",2
89.95,0.01,7.062,0.476,38.346,"19-10-03_YC020_probe1","13",2
84.4,0.011,6.468,0.328,17.713,"19-10-03_YC020_probe1","144",2
102.17,0.008,6.191,0.35,22.367,"19-10-03_YC020_probe1","157",2
118.09,0.008,7.17,0.519,59.63,"19-10-03_YC020_probe1","16",2
173.8,0.005,6.351,0.448,49.426,"19-10-03_YC020_probe1","169",2
111.92,0.008,6.744,0.287,16.823,"19-10-03_YC020_probe1","180",2
65.2,0.014,6.833,0.652,43.908,"19-10-03_YC020_probe1","19",2
88.56,0.01,6.394,0.477,36.334,"19-10-03_YC020_probe1","20",2
68.46,0.012,6,0.443,26.348,"19-10-03_YC020_probe1","206",2
85.92,0.009,6.846,0.446,30.918,"19-10-03_YC020_probe1","278",2
83.66,0.011,6.137,0.492,27.106,"19-10-03_YC020_probe1","280",2
58.57,0.015,7.005,0.426,19.922,"19-10-03_YC020_probe1","3",2
77.74,0.012,7.127,0.437,29.152,"19-10-03_YC020_probe1","6",2
80.49,0.013,6.779,0.605,38.32,"19-10-03_YC020_probe1","65",2
80.03,0.011,7.094,0.455,32.143,"19-10-03_YC020_probe1","7",2
120.31,0.007,6.535,0.348,25.655,"19-10-03_YC020_probe1","71",2
115.97,0.008,7.207,0.311,19.652,"19-10-03_YC020_probe1","75",2
119,0.008,7.081,0.237,12.458,"19-10-03_YC020_probe1","81",2
53.28,0.018,6.839,0.315,12.444,"19-10-03_YC020_probe1","94",2
94.67,0.01,7.034,0.248,10.988,"19-10-22_YC022_probe1","101",2
142.29,0.007,6.955,0.222,12.956,"19-10-22_YC022_probe1","140",2
152.29,0.005,6.313,0.257,21.014,"19-10-22_YC022_probe1","19",2
90.85,0.01,7.011,0.346,19.639,"19-10-22_YC022_probe1","200",2
135.06,0.007,6.888,0.294,20.241,"19-10-22_YC022_probe1","210",2
90.91,0.01,6.953,0.358,20.752,"19-10-22_YC022_probe1","219",2
140.9,0.006,5.702,0.231,16.834,"19-10-22_YC022_probe1","227",2
118.55,0.007,6.334,0.404,33.979,"19-10-22_YC022_probe1","25",2
98.89,0.009,6.369,0.29,15.977,"19-10-22_YC022_probe1","261",2
93.34,0.008,6.734,0.509,41.304,"19-10-22_YC022_probe1","270",2
204.18,0.004,5.71,0.317,43.882,"19-10-22_YC022_probe1","276",2
130.12,0.007,6.82,0.271,18.09,"19-10-22_YC022_probe1","29",2
219.56,0.004,5.201,0.162,16.005,"19-10-22_YC022_probe1","290",2
103.48,0.01,6.981,0.288,14.847,"19-10-22_YC022_probe1","319",2
163.21,0.005,6.172,0.222,16.827,"19-10-22_YC022_probe1","368",2
140.46,0.007,6.82,0.259,17.483,"19-10-22_YC022_probe1","37",2
187.62,0.005,6.526,0.17,11.573,"19-10-22_YC022_probe1","373",2
124.1,0.007,6.731,0.299,20.271,"19-10-22_YC022_probe1","398",2
131.71,0.007,6.968,0.288,20.603,"19-10-22_YC022_probe1","4",2
140.09,0.006,6.547,0.249,16.985,"19-10-22_YC022_probe1","403",2
72.14,0.011,6.865,0.543,35.825,"19-10-22_YC022_probe1","444",2
15.79,0.058,7.066,0.367,3.984,"19-10-22_YC022_probe1","450",2
40.42,0.022,6.849,0.689,30.037,"19-10-22_YC022_probe1","451",2
52.93,0.019,6.532,0.193,8.025,"19-10-22_YC022_probe1","553",2
194.82,0.005,6.602,0.17,13.548,"19-10-22_YC022_probe1","57",2
140.94,0.006,6.73,0.358,31.419,"19-10-22_YC022_probe1","61",2
142.44,0.006,6.903,0.269,19.672,"19-10-22_YC022_probe1","66",2
61.67,0.012,6.632,0.606,38.613,"19-10-22_YC022_probe1","718",2
135.77,0.007,6.891,0.299,21.536,"19-10-22_YC022_probe1","796",2
80.32,0.011,6.906,0.437,26.558,"19-10-22_YC022_probe1","802",2
145.34,0.006,6.124,0.332,31.358,"19-10-22_YC022_probe1","819",2
98.27,0.009,6.913,0.417,29.241,"19-10-22_YC022_probe1","831",2
102.64,0.008,6.696,0.354,22.84,"19-10-22_YC022_probe1","833",2
164.77,0.005,6.128,0.284,27.416,"19-10-22_YC022_probe1","839",2
107.85,0.009,6.851,0.23,10.801,"19-10-22_YC022_probe1","84",2
73.09,0.012,6.852,0.397,19.797,"19-10-22_YC022_probe1","841",2
143.49,0.005,4.968,0.313,28.979,"19-10-22_YC022_probe1","842",2
58.2,0.016,7.261,0.467,24.499,"19-10-22_YC022_probe1","971",2
51.1,0.018,6.397,0.226,6.719,"19-10-23_YC022_probe1","140",2
32.56,0.03,6.621,0.312,11.974,"19-10-23_YC022_probe1","141",2
36.64,0.028,6.757,0.243,9.532,"19-10-23_YC022_probe1","142",2
48.68,0.021,6.598,0.269,16.694,"19-10-23_YC022_probe1","253",2
98.88,0.008,6.73,0.469,37.159,"19-10-23_YC022_probe1","277",2
116.13,0.006,5.906,0.488,48.445,"19-10-23_YC022_probe1","278",2
80.69,0.01,6.812,0.538,39.774,"19-10-23_YC022_probe1","280",2
101.91,0.008,6.425,0.566,51.876,"19-10-23_YC022_probe1","284",2
49.96,0.019,7.09,0.387,14.145,"19-10-23_YC022_probe1","48",2
53.91,0.017,7.181,0.389,15.945,"19-10-23_YC022_probe1","53",2
76.23,0.013,7.286,0.342,17.694,"19-10-23_YC022_probe1","59",2
170.92,0.005,6.566,0.27,22.582,"19-10-23_YC022_probe1","67",2
145.67,0.006,6.656,0.295,22.791,"19-10-23_YC022_probe1","71",2
93.96,0.01,6.915,0.312,16.251,"19-11-08_YC038_probe2","197",2
78.53,0.012,7.045,0.233,7.915,"19-11-08_YC038_probe2","209",2
68,0.015,7.295,0.211,6.111,"19-11-08_YC038_probe2","217",2
72.65,0.013,7.207,0.325,13.966,"19-11-08_YC038_probe2","220",2
47.88,0.019,6.807,0.328,9.446,"19-11-08_YC038_probe2","263",2
119.95,0.008,6.798,0.266,15.427,"19-11-08_YC038_probe2","470",2
80.26,0.012,6.992,0.187,5.522,"19-11-08_YC038_probe2","478",2
46.17,0.018,6.427,0.637,32.529,"19-11-05_YC037_probe1","121",2
41.55,0.021,6.986,0.564,23.447,"19-11-05_YC037_probe1","15",2
160.31,0.006,6.017,0.324,26.647,"19-11-05_YC037_probe1","175",2
39.08,0.021,6.691,0.56,23.803,"19-11-05_YC037_probe1","18",2
71.2,0.012,7.001,0.512,36.499,"19-11-05_YC037_probe1","19",2
97.6,0.01,7.174,0.367,24.646,"19-11-05_YC037_probe1","191",2
77.24,0.012,7.066,0.42,25.166,"19-11-05_YC037_probe1","20",2
102.86,0.009,7.16,0.406,30.928,"19-11-05_YC037_probe1","21",2
86.38,0.011,6.702,0.512,30.619,"19-11-05_YC037_probe1","218",2
66.16,0.014,7.165,0.374,17.362,"19-11-05_YC037_probe1","23",2
44.85,0.019,7.011,0.527,22.304,"19-11-05_YC037_probe1","28",2
57.26,0.016,6.672,0.423,16.449,"19-11-05_YC037_probe1","31",2
10.25,0.081,6.898,0.474,4.424,"19-11-05_YC037_probe1","314",2
41.46,0.021,6.655,0.493,19.865,"19-11-05_YC037_probe1","346",2
74.09,0.013,6.062,0.313,12.576,"19-11-05_YC037_probe1","36",2
76.4,0.013,7.293,0.265,10.175,"19-11-05_YC037_probe1","376",2
73.42,0.013,7.304,0.315,14.909,"19-11-05_YC037_probe1","445",2
98.78,0.009,7.172,0.406,30.89,"19-11-05_YC037_probe1","48",2
46.33,0.018,6.764,0.54,23.969,"19-11-05_YC037_probe1","549",2
54.08,0.016,6.919,0.495,23.536,"19-11-05_YC037_probe1","622",2
86.56,0.013,6.826,0.749,63.861,"19-11-05_YC037_probe1","81",2
46.34,0.019,6.992,0.586,34.45,"19-11-05_YC037_probe1","92",2
66.78,0.014,7.171,0.331,13.554,"19-11-05_YC036_probe1","213",2
132.23,0.007,5.23,0.112,5.558,"19-11-05_YC036_probe1","361",2
38.61,0.022,7.099,0.608,27.813,"19-11-05_YC036_probe1","60",2
67.84,0.013,7.07,0.508,33.064,"19-11-05_YC036_probe1","93",2
46.54,0.017,6.986,0.613,32.616,"19-11-04_YC037_probe1","10",2
129.19,0.006,6.449,0.323,24,"19-11-04_YC037_probe1","115",2
157.61,0.006,6.57,0.18,9.928,"19-11-04_YC037_probe1","123",2
62.6,0.015,7.074,0.407,18.44,"19-11-04_YC037_probe1","128",2
85.04,0.01,7.029,0.429,26.882,"19-11-04_YC037_probe1","133",2
71.16,0.012,7.02,0.46,25.711,"19-11-04_YC037_probe1","142",2
196.82,0.005,6.679,0.147,8.37,"19-11-04_YC037_probe1","144",2
68.53,0.013,7.012,0.398,19.382,"19-11-04_YC037_probe1","15",2
92.8,0.01,7.076,0.272,12.223,"19-11-04_YC037_probe1","150",2
96.01,0.009,6.925,0.334,18.802,"19-11-04_YC037_probe1","154",2
140.67,0.007,6.921,0.194,9.898,"19-11-04_YC037_probe1","157",2
51.3,0.018,7.186,0.354,12.068,"19-11-04_YC037_probe1","167",2
21.63,0.043,7.066,0.34,4.723,"19-11-04_YC037_probe1","191",2
22.85,0.043,7.048,0.217,2.061,"19-11-04_YC037_probe1","192",2
83.57,0.011,6.08,0.5,30.427,"19-11-04_YC037_probe1","32",2
68.75,0.014,6.679,0.43,20.933,"19-11-04_YC037_probe1","40",2
52.77,0.017,6.986,0.522,27.511,"19-11-04_YC037_probe1","46",2
112.01,0.007,6.879,0.689,98.142,"19-11-04_YC037_probe1","7",2
99.32,0.008,6.625,0.437,32.415,"19-11-04_YC037_probe1","85",2
120.61,0.008,5.679,0.305,22.953,"19-11-04_YC037_probe1","89",2
111.33,0.008,6.73,0.562,66.506,"19-11-04_YC037_probe1","9",2
180.67,0.005,6.511,0.238,19.17,"19-11-04_YC037_probe1","98",2
60.73,0.015,6.338,0.551,31.521,"19-11-04_YC036_probe1","162",2
68.25,0.014,6.683,0.282,10.334,"19-11-04_YC036_probe1","178",2
79.39,0.012,7.118,0.368,19.448,"19-11-04_YC036_probe1","280",2
95.26,0.01,7.175,0.367,23.361,"19-11-04_YC036_probe1","29",2
69.86,0.014,5.831,0.357,15.966,"19-11-04_YC036_probe1","51",2
90.76,0.01,6.411,0.411,26.606,"19-11-04_YC036_probe1","8",2
155.13,0.006,6.431,0.217,14.465,"19-11-11_YC040_probe1","113",2
170.71,0.005,5.07,0.232,18.008,"19-11-11_YC040_probe1","120",2
163.23,0.005,5.307,0.249,21.506,"19-11-11_YC040_probe1","132",2
79.33,0.011,6.927,0.421,27.138,"19-11-11_YC040_probe1","134",2
171.96,0.005,5.681,0.316,33.362,"19-11-11_YC040_probe1","156",2
189.75,0.005,5.271,0.158,10.729,"19-11-11_YC040_probe1","162",2
115.19,0.007,6.462,0.309,20.084,"19-11-11_YC040_probe1","173",2
68.32,0.01,6.118,0.668,55.091,"19-11-11_YC040_probe1","192",2
155.27,0.005,5.22,0.263,21.116,"19-11-11_YC040_probe1","224",2
87.9,0.01,6.396,0.359,21.165,"19-11-11_YC040_probe1","241",2
98.82,0.008,6.541,0.539,47.691,"19-11-11_YC040_probe1","47",2
54.12,0.016,7.016,0.538,27.974,"19-11-11_YC040_probe1","51",2
165.74,0.005,5.759,0.317,31.322,"19-11-11_YC040_probe1","81",2
