MFRBlockHz,tf_MedIsi,tf_Entropy,tf_CV2Mean,tf_LvR,Sample,Unit,Cluster
126.24,0.007,6.714,0.242,13.831,19-09-30_YC018_probe1,725,Pk
111.68,0.008,6.873,0.238,12.542,19-09-30_YC018_probe1,728,Pk
166.01,0.005,6.711,0.207,13.401,19-09-30_YC018_probe1,729,Pk
138.52,0.007,6.855,0.199,11.16,19-09-30_YC018_probe1,730,Pk
24,0.04,6.632,0.193,1.823,19-09-30_YC018_probe1,735,Pk
232.05,0.004,6.043,0.065,2.251,19-09-30_YC018_probe1,85,Pk
159.56,0.006,6.59,0.139,5.879,19-09-30_YC018_probe1,94,Pk
86.06,0.013,6.492,0.711,49.972,19-10-01_YC017_probe1,151,Pk
156.75,0.005,6.418,0.294,26.313,19-10-01_YC017_probe1,156,Pk
127.27,0.007,7.008,0.329,24.633,19-10-01_YC017_probe1,161,Pk
23.67,0.038,6.997,0.313,5.206,19-10-01_YC017_probe1,175,Pk
34.14,0.025,6.791,0.37,11.495,19-10-01_YC017_probe1,186,Pk
52.66,0.016,6.623,0.482,22.279,19-10-01_YC017_probe1,192,Pk
18.8,0.043,6.391,0.375,6.802,19-10-01_YC017_probe1,204,Pk
48.8,0.019,6.6,0.516,24.299,19-10-01_YC017_probe1,238,Pk
29.74,0.03,7.06,0.44,10.622,19-10-01_YC017_probe1,49,Pk
69.47,0.013,7.127,0.46,27.908,19-10-01_YC017_probe1,58,Pk
59.53,0.015,7.002,0.564,30.996,19-10-01_YC017_probe1,60,Pk
79.67,0.012,7.203,0.437,29.414,19-10-01_YC017_probe1,62,Pk
85.89,0.009,6.847,0.652,65.735,19-10-01_YC017_probe1,64,Pk
25.56,0.036,6.878,0.284,3.958,19-10-01_YC017_probe1,74,Pk
59.53,0.015,7.274,0.621,50.609,19-10-01_YC017_probe1,83,Pk
81.61,0.01,6.667,0.5,29.964,19-10-02_YC019_probe1,19,Pk
62.14,0.015,7.026,0.402,18.815,19-10-02_YC019_probe1,23,Pk
160.31,0.005,6.853,0.439,50.857,19-10-02_YC019_probe1,26,Pk
172.02,0.005,7.043,0.456,58.063,19-10-02_YC019_probe1,27,Pk
53.01,0.016,6.908,0.671,49.186,19-10-02_YC019_probe1,28,Pk
73,0.012,6.985,0.393,21.435,19-10-02_YC019_probe1,29,Pk
102.02,0.01,7.301,0.178,6.313,19-10-02_YC019_probe1,3,Pk
89.48,0.01,7.117,0.474,38.503,19-10-02_YC019_probe1,30,Pk
60.56,0.015,7.245,0.384,16.981,19-10-02_YC019_probe1,32,Pk
68.37,0.012,7.037,0.642,51.848,19-10-02_YC019_probe1,37,Pk
43.44,0.021,7.143,0.429,17.819,19-10-02_YC019_probe1,47,Pk
89.27,0.011,7.241,0.361,21.044,19-10-02_YC019_probe1,6,Pk
117.65,0.008,7.313,0.198,8.944,19-10-02_YC019_probe1,8,Pk
141.82,0.007,7.061,0.27,18.517,19-10-02_YC019_probe1,86,Pk
74.86,0.013,7.203,0.357,18.197,19-10-02_YC020_probe1,19,Pk
75.69,0.011,6.83,0.644,68.43,19-10-02_YC020_probe1,23,Pk
41.18,0.021,6.142,0.322,7.97,19-10-02_YC020_probe1,85,Pk
57.79,0.016,6.894,0.406,22.073,19-10-02_YC020_probe1,88,Pk
37.08,0.024,6.986,0.392,10.146,19-10-02_YC020_probe1,97,Pk
215.09,0.004,6.684,0.192,15.207,19-10-03_YC019_probe1,106,Pk
139.27,0.006,6.416,0.377,34.568,19-10-03_YC019_probe1,121,Pk
138.72,0.005,6.299,0.424,42.669,19-10-03_YC019_probe1,131,Pk
77.1,0.012,6.89,0.349,16.844,19-10-03_YC019_probe1,136,Pk
12.24,0.064,6.721,0.361,3.8,19-10-03_YC019_probe1,14,Pk
182.66,0.004,6.258,0.369,45.485,19-10-03_YC019_probe1,142,Pk
139.53,0.007,6.933,0.255,16.886,19-10-03_YC019_probe1,148,Pk
200.59,0.004,6.279,0.218,18.988,19-10-03_YC019_probe1,162,Pk
100.32,0.009,7.109,0.326,19.278,19-10-03_YC019_probe1,172,Pk
93.54,0.009,6.725,0.402,26.278,19-10-03_YC019_probe1,175,Pk
76.49,0.011,6.826,0.506,33.225,19-10-03_YC019_probe1,176,Pk
153.97,0.005,5.653,0.333,33.295,19-10-03_YC019_probe1,180,Pk
72.16,0.011,6.85,0.538,35.737,19-10-03_YC019_probe1,183,Pk
46.97,0.021,7.192,0.286,8.259,19-10-03_YC019_probe1,2,Pk
64.32,0.014,7.017,0.55,36.93,19-10-03_YC019_probe1,28,Pk
32.24,0.031,7.334,0.177,1.987,19-10-03_YC019_probe1,3,Pk
10.81,0.074,6.819,0.412,3.889,19-10-03_YC019_probe1,304,Pk
164.96,0.005,6.735,0.293,25.521,19-10-03_YC019_probe1,329,Pk
85.94,0.01,6.973,0.577,51.923,19-10-03_YC019_probe1,33,Pk
144.39,0.005,6.382,0.534,65.026,19-10-03_YC019_probe1,330,Pk
90.9,0.009,6.913,0.435,28.796,19-10-03_YC019_probe1,331,Pk
119,0.008,7.216,0.528,63.152,19-10-03_YC019_probe1,39,Pk
71.78,0.012,7.036,0.514,34.281,19-10-03_YC019_probe1,41,Pk
188.04,0.005,6.344,0.233,19.065,19-10-03_YC019_probe1,68,Pk
114.27,0.007,6.887,0.442,37.598,19-10-03_YC019_probe1,69,Pk
81.01,0.01,6.967,0.467,30.318,19-10-03_YC019_probe1,71,Pk
144.24,0.006,6.552,0.363,32.97,19-10-03_YC019_probe1,72,Pk
135.47,0.007,7.056,0.299,21.412,19-10-03_YC019_probe1,73,Pk
80.69,0.012,7.22,0.36,18.767,19-10-03_YC019_probe1,81,Pk
54.48,0.015,6.947,0.579,30.739,19-10-03_YC019_probe1,86,Pk
88.13,0.011,7.184,0.306,15.019,19-10-03_YC019_probe1,89,Pk
93.99,0.008,6.736,0.498,39.279,19-10-03_YC019_probe1,97,Pk
157.08,0.005,6.34,0.297,25.7,19-10-03_YC020_probe1,104,Pk
78.43,0.011,7.048,0.554,47.717,19-10-03_YC020_probe1,11,Pk
61.04,0.014,6.937,0.573,35.232,19-10-03_YC020_probe1,12,Pk
101.93,0.009,6.864,0.326,18.838,19-10-03_YC020_probe1,121,Pk
89.95,0.01,7.062,0.476,38.346,19-10-03_YC020_probe1,13,Pk
84.4,0.011,6.468,0.328,17.713,19-10-03_YC020_probe1,144,Pk
102.17,0.008,6.191,0.35,22.367,19-10-03_YC020_probe1,157,Pk
118.09,0.008,7.17,0.519,59.63,19-10-03_YC020_probe1,16,Pk
173.8,0.005,6.351,0.448,49.426,19-10-03_YC020_probe1,169,Pk
111.92,0.008,6.744,0.287,16.823,19-10-03_YC020_probe1,180,Pk
65.2,0.014,6.833,0.652,43.908,19-10-03_YC020_probe1,19,Pk
88.56,0.01,6.394,0.477,36.334,19-10-03_YC020_probe1,20,Pk
68.46,0.012,6,0.443,26.348,19-10-03_YC020_probe1,206,Pk
85.92,0.009,6.846,0.446,30.918,19-10-03_YC020_probe1,278,Pk
83.66,0.011,6.137,0.492,27.106,19-10-03_YC020_probe1,280,Pk
58.57,0.015,7.005,0.426,19.922,19-10-03_YC020_probe1,3,Pk
77.74,0.012,7.127,0.437,29.152,19-10-03_YC020_probe1,6,Pk
80.49,0.013,6.779,0.605,38.32,19-10-03_YC020_probe1,65,Pk
80.03,0.011,7.094,0.455,32.143,19-10-03_YC020_probe1,7,Pk
120.31,0.007,6.535,0.348,25.655,19-10-03_YC020_probe1,71,Pk
115.97,0.008,7.207,0.311,19.652,19-10-03_YC020_probe1,75,Pk
119,0.008,7.081,0.237,12.458,19-10-03_YC020_probe1,81,Pk
53.28,0.018,6.839,0.315,12.444,19-10-03_YC020_probe1,94,Pk
94.67,0.01,7.034,0.248,10.988,19-10-22_YC022_probe1,101,Pk
142.29,0.007,6.955,0.222,12.956,19-10-22_YC022_probe1,140,Pk
152.29,0.005,6.313,0.257,21.014,19-10-22_YC022_probe1,19,Pk
90.85,0.01,7.011,0.346,19.639,19-10-22_YC022_probe1,200,Pk
135.06,0.007,6.888,0.294,20.241,19-10-22_YC022_probe1,210,Pk
90.91,0.01,6.953,0.358,20.752,19-10-22_YC022_probe1,219,Pk
140.9,0.006,5.702,0.231,16.834,19-10-22_YC022_probe1,227,Pk
118.55,0.007,6.334,0.404,33.979,19-10-22_YC022_probe1,25,Pk
98.89,0.009,6.369,0.29,15.977,19-10-22_YC022_probe1,261,Pk
93.34,0.008,6.734,0.509,41.304,19-10-22_YC022_probe1,270,Pk
204.18,0.004,5.71,0.317,43.882,19-10-22_YC022_probe1,276,Pk
130.12,0.007,6.82,0.271,18.09,19-10-22_YC022_probe1,29,Pk
219.56,0.004,5.201,0.162,16.005,19-10-22_YC022_probe1,290,Pk
103.48,0.01,6.981,0.288,14.847,19-10-22_YC022_probe1,319,Pk
163.21,0.005,6.172,0.222,16.827,19-10-22_YC022_probe1,368,Pk
140.46,0.007,6.82,0.259,17.483,19-10-22_YC022_probe1,37,Pk
187.62,0.005,6.526,0.17,11.573,19-10-22_YC022_probe1,373,Pk
124.1,0.007,6.731,0.299,20.271,19-10-22_YC022_probe1,398,Pk
131.71,0.007,6.968,0.288,20.603,19-10-22_YC022_probe1,4,Pk
140.09,0.006,6.547,0.249,16.985,19-10-22_YC022_probe1,403,Pk
72.14,0.011,6.865,0.543,35.825,19-10-22_YC022_probe1,444,Pk
15.79,0.058,7.066,0.367,3.984,19-10-22_YC022_probe1,450,Pk
40.42,0.022,6.849,0.689,30.037,19-10-22_YC022_probe1,451,Pk
52.93,0.019,6.532,0.193,8.025,19-10-22_YC022_probe1,553,Pk
194.82,0.005,6.602,0.17,13.548,19-10-22_YC022_probe1,57,Pk
140.94,0.006,6.73,0.358,31.419,19-10-22_YC022_probe1,61,Pk
142.44,0.006,6.903,0.269,19.672,19-10-22_YC022_probe1,66,Pk
61.67,0.012,6.632,0.606,38.613,19-10-22_YC022_probe1,718,Pk
135.77,0.007,6.891,0.299,21.536,19-10-22_YC022_probe1,796,Pk
80.32,0.011,6.906,0.437,26.558,19-10-22_YC022_probe1,802,Pk
145.34,0.006,6.124,0.332,31.358,19-10-22_YC022_probe1,819,Pk
98.27,0.009,6.913,0.417,29.241,19-10-22_YC022_probe1,831,Pk
102.64,0.008,6.696,0.354,22.84,19-10-22_YC022_probe1,833,Pk
164.77,0.005,6.128,0.284,27.416,19-10-22_YC022_probe1,839,Pk
107.85,0.009,6.851,0.23,10.801,19-10-22_YC022_probe1,84,Pk
73.09,0.012,6.852,0.397,19.797,19-10-22_YC022_probe1,841,Pk
143.49,0.005,4.968,0.313,28.979,19-10-22_YC022_probe1,842,Pk
58.2,0.016,7.261,0.467,24.499,19-10-22_YC022_probe1,971,Pk
51.1,0.018,6.397,0.226,6.719,19-10-23_YC022_probe1,140,Pk
32.56,0.03,6.621,0.312,11.974,19-10-23_YC022_probe1,141,Pk
36.64,0.028,6.757,0.243,9.532,19-10-23_YC022_probe1,142,Pk
48.68,0.021,6.598,0.269,16.694,19-10-23_YC022_probe1,253,Pk
98.88,0.008,6.73,0.469,37.159,19-10-23_YC022_probe1,277,Pk
116.13,0.006,5.906,0.488,48.445,19-10-23_YC022_probe1,278,Pk
80.69,0.01,6.812,0.538,39.774,19-10-23_YC022_probe1,280,Pk
101.91,0.008,6.425,0.566,51.876,19-10-23_YC022_probe1,284,Pk
49.96,0.019,7.09,0.387,14.145,19-10-23_YC022_probe1,48,Pk
53.91,0.017,7.181,0.389,15.945,19-10-23_YC022_probe1,53,Pk
76.23,0.013,7.286,0.342,17.694,19-10-23_YC022_probe1,59,Pk
170.92,0.005,6.566,0.27,22.582,19-10-23_YC022_probe1,67,Pk
145.67,0.006,6.656,0.295,22.791,19-10-23_YC022_probe1,71,Pk
93.96,0.01,6.915,0.312,16.251,19-11-08_YC038_probe2,197,Pk
78.53,0.012,7.045,0.233,7.915,19-11-08_YC038_probe2,209,Pk
68,0.015,7.295,0.211,6.111,19-11-08_YC038_probe2,217,Pk
72.65,0.013,7.207,0.325,13.966,19-11-08_YC038_probe2,220,Pk
47.88,0.019,6.807,0.328,9.446,19-11-08_YC038_probe2,263,Pk
119.95,0.008,6.798,0.266,15.427,19-11-08_YC038_probe2,470,Pk
80.26,0.012,6.992,0.187,5.522,19-11-08_YC038_probe2,478,Pk
46.17,0.018,6.427,0.637,32.529,19-11-05_YC037_probe1,121,Pk
41.55,0.021,6.986,0.564,23.447,19-11-05_YC037_probe1,15,Pk
160.31,0.006,6.017,0.324,26.647,19-11-05_YC037_probe1,175,Pk
39.08,0.021,6.691,0.56,23.803,19-11-05_YC037_probe1,18,Pk
71.2,0.012,7.001,0.512,36.499,19-11-05_YC037_probe1,19,Pk
97.6,0.01,7.174,0.367,24.646,19-11-05_YC037_probe1,191,Pk
77.24,0.012,7.066,0.42,25.166,19-11-05_YC037_probe1,20,Pk
102.86,0.009,7.16,0.406,30.928,19-11-05_YC037_probe1,21,Pk
86.38,0.011,6.702,0.512,30.619,19-11-05_YC037_probe1,218,Pk
66.16,0.014,7.165,0.374,17.362,19-11-05_YC037_probe1,23,Pk
44.85,0.019,7.011,0.527,22.304,19-11-05_YC037_probe1,28,Pk
57.26,0.016,6.672,0.423,16.449,19-11-05_YC037_probe1,31,Pk
10.25,0.081,6.898,0.474,4.424,19-11-05_YC037_probe1,314,Pk
41.46,0.021,6.655,0.493,19.865,19-11-05_YC037_probe1,346,Pk
74.09,0.013,6.062,0.313,12.576,19-11-05_YC037_probe1,36,Pk
76.4,0.013,7.293,0.265,10.175,19-11-05_YC037_probe1,376,Pk
73.42,0.013,7.304,0.315,14.909,19-11-05_YC037_probe1,445,Pk
98.78,0.009,7.172,0.406,30.89,19-11-05_YC037_probe1,48,Pk
46.33,0.018,6.764,0.54,23.969,19-11-05_YC037_probe1,549,Pk
54.08,0.016,6.919,0.495,23.536,19-11-05_YC037_probe1,622,Pk
86.56,0.013,6.826,0.749,63.861,19-11-05_YC037_probe1,81,Pk
46.34,0.019,6.992,0.586,34.45,19-11-05_YC037_probe1,92,Pk
66.78,0.014,7.171,0.331,13.554,19-11-05_YC036_probe1,213,Pk
132.23,0.007,5.23,0.112,5.558,19-11-05_YC036_probe1,361,Pk
38.61,0.022,7.099,0.608,27.813,19-11-05_YC036_probe1,60,Pk
67.84,0.013,7.07,0.508,33.064,19-11-05_YC036_probe1,93,Pk
46.54,0.017,6.986,0.613,32.616,19-11-04_YC037_probe1,10,Pk
129.19,0.006,6.449,0.323,24,19-11-04_YC037_probe1,115,Pk
157.61,0.006,6.57,0.18,9.928,19-11-04_YC037_probe1,123,Pk
62.6,0.015,7.074,0.407,18.44,19-11-04_YC037_probe1,128,Pk
85.04,0.01,7.029,0.429,26.882,19-11-04_YC037_probe1,133,Pk
71.16,0.012,7.02,0.46,25.711,19-11-04_YC037_probe1,142,Pk
196.82,0.005,6.679,0.147,8.37,19-11-04_YC037_probe1,144,Pk
68.53,0.013,7.012,0.398,19.382,19-11-04_YC037_probe1,15,Pk
92.8,0.01,7.076,0.272,12.223,19-11-04_YC037_probe1,150,Pk
96.01,0.009,6.925,0.334,18.802,19-11-04_YC037_probe1,154,Pk
140.67,0.007,6.921,0.194,9.898,19-11-04_YC037_probe1,157,Pk
51.3,0.018,7.186,0.354,12.068,19-11-04_YC037_probe1,167,Pk
21.63,0.043,7.066,0.34,4.723,19-11-04_YC037_probe1,191,Pk
22.85,0.043,7.048,0.217,2.061,19-11-04_YC037_probe1,192,Pk
83.57,0.011,6.08,0.5,30.427,19-11-04_YC037_probe1,32,Pk
68.75,0.014,6.679,0.43,20.933,19-11-04_YC037_probe1,40,Pk
52.77,0.017,6.986,0.522,27.511,19-11-04_YC037_probe1,46,Pk
112.01,0.007,6.879,0.689,98.142,19-11-04_YC037_probe1,7,Pk
99.32,0.008,6.625,0.437,32.415,19-11-04_YC037_probe1,85,Pk
120.61,0.008,5.679,0.305,22.953,19-11-04_YC037_probe1,89,Pk
111.33,0.008,6.73,0.562,66.506,19-11-04_YC037_probe1,9,Pk
180.67,0.005,6.511,0.238,19.17,19-11-04_YC037_probe1,98,Pk
60.73,0.015,6.338,0.551,31.521,19-11-04_YC036_probe1,162,Pk
68.25,0.014,6.683,0.282,10.334,19-11-04_YC036_probe1,178,Pk
79.39,0.012,7.118,0.368,19.448,19-11-04_YC036_probe1,280,Pk
95.26,0.01,7.175,0.367,23.361,19-11-04_YC036_probe1,29,Pk
69.86,0.014,5.831,0.357,15.966,19-11-04_YC036_probe1,51,Pk
90.76,0.01,6.411,0.411,26.606,19-11-04_YC036_probe1,8,Pk
155.13,0.006,6.431,0.217,14.465,19-11-11_YC040_probe1,113,Pk
170.71,0.005,5.07,0.232,18.008,19-11-11_YC040_probe1,120,Pk
163.23,0.005,5.307,0.249,21.506,19-11-11_YC040_probe1,132,Pk
79.33,0.011,6.927,0.421,27.138,19-11-11_YC040_probe1,134,Pk
171.96,0.005,5.681,0.316,33.362,19-11-11_YC040_probe1,156,Pk
189.75,0.005,5.271,0.158,10.729,19-11-11_YC040_probe1,162,Pk
115.19,0.007,6.462,0.309,20.084,19-11-11_YC040_probe1,173,Pk
68.32,0.01,6.118,0.668,55.091,19-11-11_YC040_probe1,192,Pk
155.27,0.005,5.22,0.263,21.116,19-11-11_YC040_probe1,224,Pk
87.9,0.01,6.396,0.359,21.165,19-11-11_YC040_probe1,241,Pk
98.82,0.008,6.541,0.539,47.691,19-11-11_YC040_probe1,47,Pk
54.12,0.016,7.016,0.538,27.974,19-11-11_YC040_probe1,51,Pk
165.74,0.005,5.759,0.317,31.322,19-11-11_YC040_probe1,81,Pk
1.37,0.632,7.245,0.909,3.751,18-08-30_YC001_probe1,129,CS
1.53,0.562,7.223,0.823,2.824,18-08-30_YC001_probe1,130,CS
1.43,0.614,7.245,0.819,2.626,18-08-30_YC001_probe1,133,CS
1.38,0.634,7.273,0.81,2.528,18-08-30_YC001_probe1,135,CS
1.64,0.545,7.263,0.801,2.81,18-08-30_YC001_probe1,137,CS
1.49,0.565,7.184,0.868,3.287,18-08-30_YC001_probe1,139,CS
1.65,0.524,7.216,0.81,2.842,18-08-30_YC001_probe1,149,CS
1.4,0.625,7.216,0.812,2.567,18-08-30_YC001_probe1,154,CS
1.2,0.723,7.175,0.796,2.185,18-08-30_YC001_probe1,156,CS
1.46,0.598,7.26,0.778,2.447,18-08-30_YC001_probe1,158,CS
1.3,0.686,7.266,0.81,2.385,18-08-30_YC001_probe1,162,CS
1.41,0.614,7.192,0.813,2.637,18-08-30_YC001_probe1,163,CS
0.81,0.771,5.924,0.893,2.474,18-08-30_YC001_probe1,193,CS
1.22,0.7,7.212,0.832,2.401,18-08-30_YC001_probe1,20,CS
1.49,0.577,7.221,0.774,2.4,18-08-30_YC001_probe1,230,CS
1.92,0.446,7.176,0.756,2.77,18-08-30_YC001_probe1,233,CS
1.47,0.595,7.23,0.742,2.161,18-08-30_YC001_probe1,234,CS
1.08,0.786,7.111,0.782,1.889,18-08-30_YC001_probe1,235,CS
1.41,0.613,7.211,0.756,2.144,18-08-30_YC001_probe1,238,CS
1.58,0.513,7.111,0.797,2.637,18-08-30_YC001_probe1,239,CS
1.54,0.544,7.204,0.77,2.33,18-08-30_YC001_probe1,240,CS
1.23,0.699,7.153,0.768,2.019,18-08-30_YC001_probe1,242,CS
1.11,0.778,7.157,0.783,1.959,18-08-30_YC001_probe1,245,CS
1.43,0.6,7.239,0.822,2.571,18-08-30_YC001_probe1,254,CS
1.21,0.703,7.122,0.746,1.891,18-08-30_YC001_probe1,256,CS
1.47,0.577,7.113,0.826,2.7,18-08-30_YC001_probe1,26,CS
1.43,0.603,7.231,0.772,2.292,18-08-30_YC001_probe1,261,CS
1.02,0.832,7.179,0.829,2.07,18-08-30_YC001_probe1,27,CS
0.4,1.622,5.538,0.981,1.795,18-08-30_YC001_probe1,44,CS
1.49,0.559,7.1,0.782,2.428,18-08-30_YC001_probe1,465,CS
1.33,0.657,7.256,0.822,2.542,18-08-30_YC001_probe1,494,CS
1.3,0.656,7.167,0.768,2.163,18-08-30_YC001_probe1,69,CS
1.02,0.867,7.202,0.845,2.501,18-08-30_YC001_probe1,71,CS
1.5,0.579,7.187,0.82,2.781,18-08-30_YC001_probe1,82,CS
1.6,0.538,7.208,0.779,2.589,18-08-30_YC001_probe1,86,CS
1.34,0.633,7.084,0.805,2.328,18-08-30_YC001_probe1,89,CS
1.61,0.525,7.147,0.814,2.808,18-08-30_YC001_probe1,93,CS
0.35,1.801,5.281,0.983,2.709,18-08-30_YC002_probe1,21,CS
1.37,0.661,7.206,0.599,1.329,18-08-30_YC002_probe1,272,CS
1.75,0.505,7.254,0.722,2.253,18-08-30_YC002_probe1,275,CS
1.94,0.458,7.23,0.719,2.439,18-08-30_YC002_probe1,39,CS
1.6,0.561,7.237,0.708,2.041,18-08-30_YC002_probe1,41,CS
2.13,0.419,7.22,0.698,2.485,18-08-30_YC002_probe1,51,CS
2,0.446,7.223,0.716,2.434,18-08-30_YC002_probe1,59,CS
1.63,0.552,7.233,0.754,2.483,18-08-30_YC002_probe1,60,CS
1.46,0.583,7.183,0.787,2.441,18-08-31_YC003_probe1,122,CS
1.77,0.504,7.286,0.786,2.834,18-08-31_YC003_probe1,124,CS
1.7,0.489,7.2,0.819,2.957,18-08-31_YC003_probe1,127,CS
1.44,0.636,7.291,0.771,2.325,18-08-31_YC003_probe1,133,CS
1.65,0.54,7.304,0.757,2.483,18-08-31_YC003_probe1,134,CS
1.84,0.479,7.269,0.746,2.658,18-08-31_YC003_probe1,135,CS
1.52,0.578,7.225,0.806,2.62,18-08-31_YC003_probe1,137,CS
1.03,0.898,7.342,0.739,1.752,18-08-31_YC003_probe1,139,CS
1.49,0.578,7.196,0.77,2.402,18-08-31_YC003_probe1,187,CS
0.87,0.857,4.882,1.122,3.226,18-08-31_YC003_probe1,224,CS
1.83,0.438,7.077,0.791,2.942,18-08-31_YC003_probe1,232,CS
1.4,0.605,7.151,0.771,2.273,18-08-31_YC003_probe1,277,CS
0.38,1.868,6.013,1.182,4.614,18-08-31_YC003_probe1,343,CS
0.94,0.796,6.655,0.976,3.658,18-08-31_YC003_probe1,355,CS
1,0.841,7.112,0.837,2.191,18-08-31_YC003_probe1,381,CS
0.74,0.857,6.408,1.1,4.8,18-08-31_YC003_probe1,457,CS
1.17,0.76,7.194,0.769,2.106,18-08-31_YC003_probe1,560,CS
0.5,1.132,5.753,1.012,3.726,18-08-31_YC004_probe1,102,CS
0.85,0.848,5.723,1.06,6.368,18-08-31_YC004_probe1,28,CS
0.48,1.736,4.107,0.896,1.937,18-08-31_YC004_probe1,63,CS
1.3,0.629,7.096,0.797,2.346,18-08-31_YC004_probe1,90,CS
1.02,0.878,7.045,0.815,1.998,18-08-31_YC004_probe1,92,CS
1.22,0.721,7.24,0.774,2.141,18-09-03_YC005_probe1,115,CS
1.58,0.552,7.185,0.783,2.643,18-09-03_YC005_probe1,117,CS
1.28,0.66,7.167,0.842,2.704,18-09-03_YC005_probe1,120,CS
1.32,0.677,7.212,0.786,2.26,18-09-03_YC005_probe1,121,CS
1.29,0.681,7.156,0.821,2.436,18-09-03_YC005_probe1,123,CS
1.07,0.81,7.177,0.827,2.198,18-09-03_YC005_probe1,126,CS
1.45,0.568,7.036,0.854,3.189,18-09-03_YC005_probe1,169,CS
1.3,0.699,7.245,0.767,2.191,18-09-03_YC005_probe1,36,CS
1.44,0.628,7.272,0.792,2.466,18-09-03_YC005_probe1,67,CS
1.45,0.635,7.357,0.752,2.249,18-09-03_YC005_probe1,68,CS
1.47,0.604,7.244,0.767,2.331,18-09-03_YC005_probe1,70,CS
1.48,0.611,7.316,0.744,2.237,18-09-03_YC005_probe1,71,CS
1.7,0.517,7.285,0.767,2.539,18-09-03_YC005_probe1,73,CS
1.41,0.63,7.29,0.769,2.254,18-09-03_YC005_probe1,77,CS
1.03,0.784,5.585,0.921,4.294,18-09-03_YC005_probe1,78,CS
1.38,0.667,7.348,0.697,1.927,18-09-03_YC005_probe1,79,CS
1.43,0.586,7.205,0.856,3.589,18-09-03_YC005_probe1,80,CS
1.52,0.569,7.272,0.799,2.522,18-09-03_YC005_probe1,81,CS
1.16,0.811,7.252,0.75,1.944,18-09-03_YC005_probe1,84,CS
1.08,0.806,7.224,0.822,2.251,18-09-03_YC005_probe1,93,CS
1.57,0.543,7.17,0.766,2.415,18-09-03_YC005_probe1,96,CS
0.79,0.767,5.204,1.007,3.742,18-09-03_YC006_probe1,258,CS
0.74,1.178,7.031,0.858,1.998,18-12-13_YC008_probe1,25,CS
0.97,0.796,5.999,0.824,2.445,18-12-13_YC008_probe1,366,CS
1.06,0.837,7.261,0.686,1.394,18-12-13_YC008_probe1,445,CS
0.23,2.922,4.591,0.835,1.06,18-12-13_YC008_probe1,447,CS
0.72,1.295,7.192,0.882,1.84,18-12-13_YC008_probe1,5,CS
