"MFRBlockHz","tf_MedIsi","tf_Entropy","tf_CV2Mean","tf_LvR","Sample","Unit","RespPk","RespGo","RespGr","RespMF","RespMLI","Cluster"
2.24,0.413,7.332,0.626,2.284,"19-01-24_YC013",654,0,0,0,0,0,3
1.65,0.532,7.071,0.827,4.903,"19-01-24_YC013",684,0,0,0,0,0,3
19.1,0.045,7.073,0.529,10.023,"19-01-24_YC013",7,0,0,0,0,0,1
19.05,0.046,7.05,0.512,8.651,"19-01-24_YC013",71,0,0,0,0,0,1
2.16,0.42,7.329,0.656,2.606,"19-01-24_YC013",797,0,0,0,0,0,3
1.78,0.507,7.3,0.698,2.668,"19-01-24_YC013",814,0,0,0,0,0,3
143.82,0.006,6.323,0.235,17.226,"19-08-14_YC015",1026,0,0,0,0,0,1
15.35,0.062,6.967,0.35,4.031,"19-08-14_YC015",1030,0,0,0,0,0,1
1.17,0.732,6.95,0.81,2.215,"19-08-14_YC015",105,0,0,0,0,0,3
85.25,0.01,6.856,0.503,35.926,"19-08-14_YC015",1081,0,0,0,0,0,1
9.25,0.043,5.67,0.741,15.374,"19-08-14_YC015",133,0,0,0,0,0,2
3.62,0.163,6.008,0.71,5.908,"19-08-14_YC015",1799,0,0,0,0,0,2
28.67,0.028,6.833,0.471,12.823,"19-08-14_YC015",23,0,0,0,0,0,1
16.46,0.045,6.754,0.603,12.622,"19-08-14_YC015",27,0,0,0,0,0,1
11.38,0.072,6.748,0.698,12.233,"19-08-14_YC015",31,0,0,0,0,0,2
15.47,0.045,6.784,0.586,13.634,"19-08-14_YC015",313,0,0,0,0,0,1
21.49,0.037,6.901,0.491,10.427,"19-08-14_YC015",34,0,0,0,0,0,1
15.37,0.062,7.066,0.276,2.278,"19-08-14_YC015",35,0,0,0,0,0,1
24.33,0.024,6.022,1.09,127.191,"19-08-14_YC015",351,0,0,0,0,0,2
93.06,0.01,6.925,0.304,16.192,"19-08-14_YC015",354,0,0,0,0,0,1
20.63,0.039,6.66,0.56,18.195,"19-08-14_YC015",363,0,0,0,0,0,2
8.24,0.078,6.601,0.745,11.322,"19-08-14_YC015",381,0,0,0,0,0,2
59.03,0.015,7.006,0.466,22.486,"19-08-14_YC015",392,0,0,0,0,0,1
50.43,0.017,7.041,0.48,20.557,"19-08-14_YC015",393,0,0,0,0,0,1
128.81,0.007,7.131,0.208,10.429,"19-08-14_YC015",401,0,0,0,0,0,1
1.28,0.674,7.184,0.851,2.639,"19-08-14_YC015",425,0,0,0,0,0,3
0.85,0.964,7.072,0.868,2.108,"19-08-14_YC015",427,0,0,0,0,0,3
0.78,1.114,7.116,0.753,1.518,"19-08-14_YC015",434,0,0,0,0,0,3
0.82,1.005,7.155,0.809,1.795,"19-08-14_YC015",468,0,0,0,0,0,3
64.51,0.015,7.195,0.433,22.404,"19-08-14_YC015",48,0,0,0,0,0,1
12.4,0.042,6.013,0.7,16.717,"19-08-14_YC015",53,0,0,0,0,0,2
0.98,0.895,7.191,0.776,1.839,"19-08-14_YC015",536,0,0,0,0,0,3
63.23,0.014,6.94,0.358,15.298,"19-08-14_YC015",590,0,0,0,0,0,1
17.96,0.044,5.887,0.574,11.741,"19-08-14_YC015",60,0,0,0,0,0,2
37.27,0.025,7.162,0.347,8.462,"19-08-14_YC015",606,0,0,0,0,0,1
92.46,0.009,6.334,0.351,19.609,"19-08-14_YC015",608,0,0,0,0,0,1
42.77,0.02,6.88,0.418,13.922,"19-08-14_YC015",610,0,0,0,0,0,1
30.78,0.028,6.905,0.802,44.41,"19-08-14_YC015",846,0,0,0,0,0,2
23.89,0.017,5.398,0.975,87.359,"19-08-14_YC015",847,0,0,0,0,0,2
23.09,0.03,5.65,0.563,16.834,"19-08-14_YC015",848,0,0,0,0,0,2
16.23,0.028,6.013,0.986,67.666,"19-08-14_YC015",850,0,0,0,0,0,2
23.68,0.012,5.077,0.942,90.098,"19-08-14_YC015",851,0,0,0,0,0,2
66.19,0.013,6.997,0.418,20.695,"19-08-14_YC015",857,0,0,0,0,0,1
6.53,0.053,5.172,1.047,40.48,"19-08-14_YC015",864,0,0,0,0,0,2
10.27,0.061,6.329,0.814,24.084,"19-08-14_YC015",867,0,0,0,0,0,2
100.05,0.009,6.934,0.364,23.524,"19-08-14_YC015",88,0,0,0,0,0,1
54.26,0.017,7.117,0.345,12,"19-08-14_YC015",881,0,0,0,0,0,1
5.73,0.113,6.314,1.183,35.504,"19-08-14_YC015",882,0,0,0,0,0,2
1.78,0.457,7.118,0.94,5.164,"19-08-14_YC015",912,0,0,0,0,0,2
12.65,0.052,6.513,0.683,13.154,"19-08-14_YC015",921,0,0,0,0,0,2
45.34,0.019,6.945,0.441,15.132,"19-08-14_YC015",929,0,0,0,0,0,1
25.14,0.023,6.524,0.825,44.871,"19-08-14_YC015",934,0,0,0,0,0,2
66.56,0.014,6.821,0.378,16.289,"19-08-14_YC015",94,0,0,0,0,0,1
65.97,0.014,6.981,0.362,16.175,"19-08-14_YC015",967,0,0,0,0,0,1
170.76,0.005,5.76,0.222,17.506,"19-08-14_YC015",97,0,0,0,0,0,1
8.2,0.05,5.59,0.844,17.995,"19-08-14_YC015",975,0,0,0,0,0,2
43.39,0.014,6.346,0.746,56.09,"19-08-14_YC015",98,0,0,0,0,0,2
38.63,0.025,7.414,0.148,1.632,"19-08-14_YC015",100,0,0,0,0,0,1
62.65,0.015,7.209,0.357,15.238,"19-08-14_YC015",119,0,0,0,0,0,1
51.68,0.016,6.944,0.496,22.547,"19-08-14_YC015",128,0,0,0,0,0,1
30.13,0.029,6.827,0.642,23.327,"19-08-14_YC015",129,0,0,0,0,0,2
54.28,0.027,6.692,0.695,25.101,"19-08-14_YC015",140,0,0,0,0,0,1
49.53,0.013,6.508,0.604,32.344,"19-08-14_YC015",141,0,0,0,0,0,1
88.36,0.011,5.203,0.471,27.614,"19-08-14_YC015",142,0,0,0,0,0,2
69.21,0.013,7.018,0.408,20.821,"19-08-14_YC015",147,0,0,0,0,0,1
17.48,0.048,5.777,0.287,2.724,"19-08-14_YC015",172,0,0,0,0,0,1
67.27,0.013,7.133,0.367,16.728,"19-08-14_YC015",176,0,0,0,0,0,1
10.52,0.078,5.796,0.426,3.368,"19-08-14_YC015",190,0,0,0,0,0,1
67.46,0.014,6.868,0.41,21.529,"19-08-14_YC015",204,0,0,0,0,0,1
17.64,0.044,6.449,0.507,9.116,"19-08-14_YC015",237,0,0,0,0,0,1
17.04,0.037,6.252,0.867,34.759,"19-08-14_YC015",281,0,0,0,0,0,2
11.48,0.065,6.494,0.681,13.242,"19-08-14_YC015",283,0,0,0,0,0,2
47.76,0.018,7.024,0.54,24.902,"19-08-14_YC015",290,0,0,0,0,0,1
20.08,0.044,7.137,0.565,12.834,"19-08-14_YC015",331,0,0,0,0,0,1
89.19,0.01,7.126,0.289,13.338,"19-08-14_YC015",436,0,0,0,0,0,1
24.62,0.025,5.368,0.642,25.421,"19-08-14_YC015",439,0,0,0,0,0,2
32.93,0.024,6.018,0.53,17.586,"19-08-14_YC015",440,0,0,0,0,0,2
16.47,0.036,6.112,0.99,65.465,"19-08-14_YC015",452,0,0,0,0,0,2
28.41,0.029,6.898,0.544,14.98,"19-08-14_YC015",521,0,0,0,0,0,1
7.3,0.107,6.729,0.622,6.254,"19-08-14_YC015",56,0,0,0,0,0,2
27.38,0.028,6.675,0.492,12.995,"19-08-14_YC015",63,0,0,0,0,0,1
63.21,0.011,6.278,0.541,47.933,"19-08-14_YC015",631,0,0,0,0,0,1
25.71,0.024,6.078,0.738,36.503,"19-08-14_YC015",641,0,0,0,0,0,2
31.88,0.014,5.789,0.972,97.85,"19-08-14_YC015",642,0,0,0,0,0,2
23.87,0.019,5.071,1.566,117.505,"19-08-14_YC015",643,0,0,0,0,0,2
7.3,0.066,5.803,0.855,13.752,"19-08-14_YC015",652,0,0,0,0,0,2
13.42,0.054,6.555,0.799,25.021,"19-08-14_YC015",658,0,0,0,0,0,2
20.1,0.032,5.804,0.71,23.758,"19-08-14_YC015",663,0,0,0,0,0,2
40.45,0.019,6.488,0.575,25.172,"19-08-14_YC015",67,0,0,0,0,0,1
7.96,0.066,5.961,0.835,12.7,"19-08-14_YC015",68,0,0,0,0,0,2
75.54,0.011,6.819,0.707,66.811,"19-08-14_YC015",71,0,0,0,0,0,1
16.09,0.036,5.394,0.655,14.376,"19-08-14_YC015",72,0,0,0,0,0,2
37.78,0.021,6.428,0.545,21.052,"19-08-14_YC015",73,0,0,0,0,0,2
12.01,0.055,5.926,0.63,9.17,"19-08-14_YC015",741,0,0,0,0,0,2
32.4,0.022,6.205,0.418,12.305,"19-08-14_YC015",774,0,0,0,0,0,2
37.51,0.021,6.538,0.562,23.201,"19-08-14_YC015",79,0,0,0,0,0,1
35.37,0.025,7.135,0.463,13.877,"19-08-14_YC015",794,0,0,0,0,0,1
73.62,0.013,7.103,0.366,18.658,"19-08-14_YC015",84,0,0,0,0,0,1
1.32,0.623,7.106,0.904,3.19,"19-08-14_YC015",865,0,0,0,0,0,3
3.25,0.21,5.545,0.797,4.373,"19-08-14_YC015",874,0,0,0,0,0,2
0.98,0.826,6.969,0.822,2.086,"19-08-14_YC015",887,0,0,0,0,0,3
0.91,0.839,6.971,0.94,2.819,"19-08-14_YC015",905,0,0,0,0,0,3
16.64,0.04,6.396,0.797,24.796,"19-08-14_YC015",931,0,0,0,0,0,2
60.78,0.01,6.239,0.7,62.456,"19-08-14_YC016",100,0,0,0,0,0,1
99.1,0.01,6.75,0.214,8.702,"19-08-14_YC016",102,0,0,0,0,0,1
7.81,0.013,4.254,0.622,25.208,"19-08-14_YC016",1020,0,0,0,0,0,2
1.88,0.477,7.275,0.738,2.523,"19-08-14_YC016",104,0,0,0,0,0,3
0.68,1.192,7.169,0.864,1.927,"19-08-14_YC016",1047,0,0,0,0,0,3
14.78,0.034,5.168,0.818,36.149,"19-08-14_YC016",1058,0,0,0,0,0,2
1.82,0.492,7.26,0.769,2.738,"19-08-14_YC016",127,0,0,0,0,0,3
26.14,0.018,5.698,0.735,37.707,"19-08-14_YC016",134,0,0,0,0,0,2
7.24,0.102,6.882,0.897,14.375,"19-08-14_YC016",136,0,0,0,0,0,2
104.91,0.009,7.092,0.214,9.46,"19-08-14_YC016",142,0,0,0,0,0,1
98.42,0.009,7.088,0.266,14.163,"19-08-14_YC016",161,0,0,0,0,0,1
12.33,0.003,2.891,0.905,43.125,"19-08-14_YC016",162,0,0,0,0,0,2
25.57,0.018,5.651,0.797,46.974,"19-08-14_YC016",19,0,0,0,0,0,2
4.2,0.19,6.4,0.713,4.578,"19-08-14_YC016",210,0,0,0,0,0,2
33.1,0.025,6.904,0.558,21.905,"19-08-14_YC016",211,0,0,0,0,0,1
11.26,0.058,6.427,0.625,8.738,"19-08-14_YC016",214,0,0,0,0,0,2
64.21,0.013,6.977,0.453,23.03,"19-08-14_YC016",268,0,0,0,0,0,1
56.4,0.016,6.877,0.379,15.21,"19-08-14_YC016",274,0,0,0,0,0,1
11.51,0.019,4.88,0.96,45.187,"19-08-14_YC016",276,0,0,0,0,0,2
16.09,0.026,5.465,0.639,19.055,"19-08-14_YC016",292,0,0,0,0,0,2
7.33,0.063,6.134,0.963,21.726,"19-08-14_YC016",296,0,0,0,0,0,2
89.89,0.011,7.306,0.307,15.621,"19-08-14_YC016",298,0,0,0,0,0,1
6.02,0.057,5.443,1.079,28.344,"19-08-14_YC016",299,0,0,0,0,0,2
1.88,0.485,7.256,0.757,2.744,"19-08-14_YC016",3,0,0,0,0,0,3
101.4,0.009,7.18,0.292,15.648,"19-08-14_YC016",301,0,0,0,0,0,1
12.05,0.076,7.215,0.373,3.706,"19-08-14_YC016",314,0,0,0,0,0,1
19.69,0.034,6.353,0.828,35.377,"19-08-14_YC016",470,0,0,0,0,0,2
15.68,0.04,6.463,0.688,17.62,"19-08-14_YC016",49,0,0,0,0,0,2
34.93,0.017,5.731,0.668,33.971,"19-08-14_YC016",490,0,0,0,0,0,2
8.4,0.089,6.374,0.534,4.971,"19-08-14_YC016",493,0,0,0,0,0,1
13.2,0.039,6.011,0.871,37.372,"19-08-14_YC016",497,0,0,0,0,0,2
38.76,0.015,5.9,0.705,53.375,"19-08-14_YC016",511,0,0,0,0,0,2
12.2,0.058,6.521,0.728,15.19,"19-08-14_YC016",526,0,0,0,0,0,2
27.34,0.033,6.974,0.333,6.455,"19-08-14_YC016",527,0,0,0,0,0,1
12.72,0.039,5.735,0.905,45.401,"19-08-14_YC016",529,0,0,0,0,0,2
18.93,0.036,6.501,0.692,22.578,"19-08-14_YC016",540,0,0,0,0,0,2
69.65,0.014,6.879,0.294,11.627,"19-08-14_YC016",59,0,0,0,0,0,1
71.48,0.014,7.195,0.181,4.427,"19-08-14_YC016",605,0,0,0,0,0,1
82,0.012,7.038,0.292,13.53,"19-08-14_YC016",65,0,0,0,0,0,1
149.06,0.004,5.391,0.315,32.171,"19-08-14_YC016",67,0,0,0,0,0,1
124.67,0.007,6.406,0.269,18.479,"19-08-14_YC016",714,0,0,0,0,0,1
12.18,0.044,6.315,0.939,29.08,"19-08-14_YC016",772,0,0,0,0,0,2
174.24,0.005,6.598,0.162,10.152,"19-08-14_YC016",83,0,0,0,0,0,1
1.52,0.581,7.235,0.773,2.366,"19-08-14_YC016",85,0,0,0,0,0,3
4.95,0.094,5.845,0.806,8.946,"19-08-14_YC016",871,0,0,0,0,0,2
62.75,0.014,6.947,0.367,15.825,"19-08-14_YC016",895,0,0,0,0,0,1
1.74,0.512,7.225,0.775,2.657,"19-08-14_YC016",9,0,0,0,0,0,3
14.93,0.035,6.059,0.872,36.974,"19-08-14_YC016",904,0,0,0,0,0,2
18.2,0.033,6.277,0.891,41.79,"19-08-14_YC016",906,0,0,0,0,0,2
20.63,0.035,6.639,0.795,26.167,"19-08-14_YC016",927,0,0,0,0,0,2
6.65,0.051,5.292,0.887,26.565,"19-08-14_YC016",944,0,0,0,0,0,2
7.01,0.102,6.613,0.939,15.849,"19-08-14_YC016",95,0,0,0,0,0,2
142.33,0.007,6.766,0.212,15.309,"19-08-14_YC016",953,0,0,0,0,0,1
55.79,0.009,5.437,0.775,66.005,"19-08-14_YC016",972,0,0,0,0,0,2
1.76,0.508,7.301,0.768,2.598,"19-08-14_YC016",977,0,0,0,0,0,3
15.06,0.017,4.573,0.817,45.315,"19-08-14_YC016",99,0,0,0,0,0,2
26.3,0.027,6.19,0.602,17.667,"19-08-14_YC016",0,0,0,0,0,0,2
81.32,0.012,7.063,0.423,29.522,"19-08-14_YC016",101,0,0,0,0,0,1
129.2,0.006,6.428,0.337,27.418,"19-08-14_YC016",119,0,0,0,0,0,1
57.16,0.015,6.62,0.508,26.294,"19-08-14_YC016",126,0,0,0,0,0,1
63.85,0.014,7.217,0.458,24.777,"19-08-14_YC016",131,0,0,0,0,0,1
42.21,0.018,6.189,0.251,5.824,"19-08-14_YC016",132,0,0,0,0,0,1
23.68,0.032,6.158,0.6,17.183,"19-08-14_YC016",135,0,0,0,0,0,2
7.77,0.092,5.762,0.566,5.783,"19-08-14_YC016",136,0,0,0,0,0,2
78.31,0.011,7.113,0.482,41.463,"19-08-14_YC016",154,0,0,0,0,0,1
18.53,0.042,6.469,0.631,17.111,"19-08-14_YC016",166,0,0,0,0,0,2
28.23,0.024,6.107,0.925,63.762,"19-08-14_YC016",167,0,0,0,0,0,2
61.96,0.015,7.134,0.268,8.749,"19-08-14_YC016",17,0,0,0,0,0,1
5.45,0.123,6.651,0.795,9.823,"19-08-14_YC016",171,0,0,0,0,0,2
21.69,0.036,6.379,0.672,21.344,"19-08-14_YC016",173,0,0,0,0,0,2
11.89,0.049,5.982,0.742,17.299,"19-08-14_YC016",178,0,0,0,0,0,2
2.11,0.317,6.71,0.958,6.176,"19-08-14_YC016",18,0,0,0,0,0,2
44.5,0.021,7.076,0.355,11.131,"19-08-14_YC016",20,0,0,0,0,0,1
8.28,0.092,5.893,1.1,47.471,"19-08-14_YC016",210,0,0,0,0,0,2
42.02,0.011,5.474,0.826,84.766,"19-08-14_YC016",211,0,0,0,0,0,2
25.42,0.011,4.378,0.962,92.073,"19-08-14_YC016",216,0,0,0,0,0,2
130.07,0.008,7.113,0.213,10.707,"19-08-14_YC016",218,0,0,0,0,0,1
75.02,0.013,7.122,0.348,17.071,"19-08-14_YC016",22,0,0,0,0,0,1
73.97,0.01,6.558,0.309,16.609,"19-08-14_YC016",224,0,0,0,0,0,1
79.57,0.011,6.914,0.442,26.573,"19-08-14_YC016",227,0,0,0,0,0,1
156.61,0.006,6.22,0.209,14.848,"19-08-14_YC016",239,0,0,0,0,0,1
79.81,0.012,6.954,0.415,25.908,"19-08-14_YC016",243,0,0,0,0,0,1
61.31,0.015,6.883,0.412,18.499,"19-08-14_YC016",25,0,0,0,0,0,1
39.77,0.016,5.2,0.53,23.345,"19-08-14_YC016",26,0,0,0,0,0,2
10.75,0.071,6.911,0.658,10.587,"19-08-14_YC016",334,0,0,0,0,0,2
81.22,0.012,7.123,0.352,17.56,"19-08-14_YC016",377,0,0,0,0,0,1
28.84,0.034,7.246,0.446,15.807,"19-08-14_YC016",378,0,0,0,0,0,1
35.39,0.021,6.787,0.688,36.019,"19-08-14_YC016",404,0,0,0,0,0,2
20.57,0.04,6.833,0.527,13.015,"19-08-14_YC016",417,0,0,0,0,0,1
104.15,0.009,6.867,0.34,23.007,"19-08-14_YC016",418,0,0,0,0,0,1
7.93,0.078,6.543,0.7,10.489,"19-08-14_YC016",427,0,0,0,0,0,2
38.2,0.017,6.576,0.903,88.198,"19-08-14_YC016",429,0,0,0,0,0,2
102.04,0.009,7.038,0.303,16.955,"19-08-14_YC016",437,0,0,0,0,0,1
60.16,0.011,5.472,0.447,21.903,"19-08-14_YC016",442,0,0,0,0,0,2
57.15,0.014,6.669,0.456,20.559,"19-08-14_YC016",443,0,0,0,0,0,1
92.37,0.01,7.205,0.409,28.926,"19-08-14_YC016",47,0,0,0,0,0,1
148.23,0.006,6.687,0.265,19.433,"19-08-14_YC016",490,0,0,0,0,0,1
24.59,0.04,6.96,0.181,1.529,"19-08-14_YC016",50,0,0,0,0,0,1
86.69,0.011,7.072,0.293,13.894,"19-08-14_YC016",501,0,0,0,0,0,1
43.89,0.017,6.648,0.587,26.651,"19-08-14_YC016",509,0,0,0,0,0,1
8.33,0.044,5.514,0.769,19.15,"19-08-14_YC016",511,0,0,0,0,0,2
73.84,0.012,7.143,0.382,19.233,"19-08-14_YC016",539,0,0,0,0,0,1
86.19,0.01,5.978,0.323,16.229,"19-08-14_YC016",544,0,0,0,0,0,1
81.51,0.011,6.852,0.366,18.783,"19-08-14_YC016",549,0,0,0,0,0,1
31.98,0.02,6.052,0.796,55.631,"19-08-14_YC016",553,0,0,0,0,0,2
81.36,0.01,6.132,0.37,21.7,"19-08-14_YC016",558,0,0,0,0,0,1
43.06,0.02,7.023,0.469,17.718,"19-08-14_YC016",56,0,0,0,0,0,1
5.03,0.143,6.867,0.93,11.231,"19-08-14_YC016",586,0,0,0,0,0,2
48.66,0.014,5.934,0.481,20.179,"19-08-14_YC016",598,0,0,0,0,0,2
62.1,0.013,4.605,0.351,14.251,"19-08-14_YC016",599,0,0,0,0,0,2
126.97,0.007,7.205,0.386,35.176,"19-08-14_YC016",65,0,0,0,0,0,1
77.5,0.012,7.116,0.429,27.34,"19-08-14_YC016",66,0,0,0,0,0,1
98.97,0.007,5.639,0.373,25.469,"19-08-14_YC016",666,0,0,0,0,0,1
57.16,0.014,7.014,0.603,37.483,"19-08-14_YC016",68,0,0,0,0,0,1
48.49,0.014,5.278,0.562,25.853,"19-08-14_YC016",69,0,0,0,0,0,2
54.58,0.016,7.013,0.479,23.2,"19-08-14_YC016",716,0,0,0,0,0,1
84.5,0.011,7.103,0.421,27.915,"19-08-14_YC016",74,0,0,0,0,0,1
84.29,0.011,7.02,0.381,21.579,"19-08-14_YC016",812,0,0,0,0,0,1
73.65,0.013,6.878,0.367,18.574,"19-08-14_YC016",814,0,0,0,0,0,1
55.76,0.013,6.566,0.692,47.692,"19-08-14_YC016",815,0,0,0,0,0,1
63.06,0.007,5.29,1.161,220.284,"19-08-14_YC016",825,0,0,0,0,0,2
86.13,0.011,7.092,0.353,19.908,"19-08-14_YC016",83,0,0,0,0,0,1
17.06,0.038,6.596,1.05,57.224,"19-08-14_YC016",834,0,0,0,0,0,2
8.92,0.075,6.462,0.754,15.704,"19-08-14_YC016",846,0,0,0,0,0,2
74.07,0.013,7.128,0.309,13.246,"19-08-14_YC016",848,0,0,0,0,0,1
14.46,0.033,5.933,0.918,42.469,"19-08-14_YC016",849,0,0,0,0,0,2
39.14,0.01,4.304,0.738,90.19,"19-08-14_YC016",876,0,0,0,0,0,2
6.94,0.092,6.586,0.831,11.616,"19-08-14_YC016",881,0,0,0,0,0,2
19.27,0.042,6.35,0.623,30.168,"19-08-14_YC016",884,0,0,0,0,0,2
70.7,0.012,6.994,0.48,29.113,"19-08-14_YC016",91,0,0,0,0,0,1
99.43,0.01,6.905,0.228,10.667,"19-08-14_YC016",910,0,0,0,0,0,1
93.75,0.01,7.025,0.295,14.848,"19-08-14_YC016",938,0,0,0,0,0,1
135.21,0.007,6.768,0.209,11.308,"19-08-14_YC016",959,0,0,0,0,0,1
100.33,0.009,7.026,0.332,19.548,"19-08-14_YC016",964,0,0,0,0,0,1
77.09,0.012,6.077,0.2,6.314,"19-08-14_YC016",979,0,0,0,0,0,1
85.56,0.011,7.053,0.418,27.655,"19-08-14_YC016",993,0,0,0,0,0,1
11.15,0.028,5.34,1.025,61.532,"19-08-15_YC016",374,0,0,0,0,0,2
26.45,0.017,5.556,0.912,60.951,"19-08-15_YC016",41,0,0,0,0,0,2
19.16,0.024,6.069,1.026,71.803,"19-08-15_YC016",485,0,0,0,0,0,2
91.43,0.008,5.896,0.499,41.973,"19-08-15_YC016",527,0,0,0,0,0,2
21.7,0.039,6.887,0.48,9.708,"19-08-15_YC016",530,0,0,0,0,0,1
82.22,0.012,7.235,0.292,13.064,"19-08-15_YC016",59,0,0,0,0,0,1
176.58,0.005,6.424,0.196,14.151,"19-08-15_YC016",65,0,0,0,0,0,1
94.46,0.01,7.198,0.247,11.336,"19-08-15_YC016",66,0,0,0,0,0,1
22.67,0.035,6.547,0.631,19.843,"19-08-15_YC016",72,0,0,0,0,0,2
44.16,0.01,5.341,0.908,103.063,"19-08-15_YC016",80,0,0,0,0,0,2
55.2,0.014,6.736,0.733,61.122,"19-08-15_YC016",85,0,0,0,0,0,1
7.45,0.022,4.446,0.989,42.276,"19-08-15_YC016",86,0,0,0,0,0,2
54.3,0.018,7.292,0.28,8.25,"19-08-15_YC016",9,0,0,0,0,0,1
23.74,0.022,5.495,0.811,42.774,"19-08-15_YC016",90,0,0,0,0,0,2
29.06,0.03,6.544,0.358,8.067,"19-08-15_YC016",92,0,0,0,0,0,1
10.68,0.033,4.879,0.799,28.1,"19-08-15_YC016",95,0,0,0,0,0,2
12.62,0.057,6.618,0.679,13.296,"19-08-16_YC014",104,0,0,0,0,0,2
73.8,0.012,6.721,0.501,29.955,"19-08-16_YC014",147,0,0,0,0,0,1
31.55,0.029,6.888,0.587,26.778,"19-08-16_YC014",150,0,0,0,0,0,1
14.86,0.064,5.898,0.411,4.489,"19-08-16_YC014",184,0,0,0,0,0,1
50.67,0.018,6.726,0.52,22.739,"19-08-16_YC014",187,0,0,0,0,0,1
